dept,rev
2,"i thought this product was great at first. it fits nicely and lasts a long time without needing to charge it. however, everyone i talk to say that they hear tons of background noise. the microphone picks up on everything around you and the person listening cannot hear you very well. i have to buy another.
"
2,"this charger works great on my motorola razr v3m, but i'd just like to point out that this is not as pictured. the m on the front of the cigarette lighter jack does not light up blue, but rather there is a blue led beneath the m. this is obviously, as another reviewer stated, a knock off of the original. i'd purchase this again however, as it's $3 instead of the $8 for the one with the light-up m.
"
2,"recently, i've been having problems with charging my samsung n400 phone. i have a charger with a single prong that fits into the phone base. unfortunately, the socket of my phone is rather loose and sometimes the charger doesn't make a connection.i purchased this charged because the picture showed a multi-pin plug to fit in the alternate interface on my phone. i required this interface since my single prong socket was loose/damaged. the charger i received does not match this picture as it has the traditional single prong. granted, it does work for the samsung n400, but doesn't match the product picture so in a sense was falsely advertized.secondly, the plug that goes into the cigarette lighter has a lead post that is sprint loaded. this ensures it makes contacts with the cigarette lighter recepticle. however, this lead post presses into the charger head and does not spring out; it sticks. in other words, it doesn't make contact with the cigarette lighter socket and therefore doesn't conduct electricty to charge my phone.false or inaccurate advertizing coupled with shoddy construction left me very disappointed with this purchase.i would not recommend this product.
"
1,"great shirt in most respects, but way too small. i bought the adult small for my 12-year-old son, who is 5 ft even, 115 lbs, and it is so skin-tight he could barely breathe in it. i'm exchanging it for the non-compression version.
"
1,"this was purchased for my daughters halloween costume. beware! very cheap material! the sizes are different from what it reads online, and the pieces of the costume are different sizes. for example: the skirt is waaaay too small but the pullover &#34;boots&#34; fit just fine. as all the other reviews claim, the outfits &#34;color/graphics&#34; peeled off because it was stuck to the plastic package. i do not recommend this unless they are only using it for dress up.
"
3,"this mug warmer does not keep liquid hot. i purchased this one to replace my old mug warmer that kept coffee at a perfect temperature. this mug warmer barely keeps the coffee lukewarm. don't waste your time or your money on this product.
"
2,"the charger i recieved was missing a lot of prongs therefore it wouldn't charge. it was a waste of my money and time. do not by this charger you won't regret it
"
3,"i bought the thing, then read the reviews. i tried everything including using a flat bottom cup for maximum contact, pre-heating the cup and making sure the coffee was hot when put on the device. i left the warmer on for 5 minutes so it was ""hot"" before putting the coffee on it. when one does this, the coffee cools off(!) when on the warmer. gets cooler! it simply does not run hot enough to work. it does work if you only put an inch of pre-heated coffee in a pre-heated cup. then it keeps it semi hot. i took mine back to bb&b.
"
2,"we purchased this microwave in october for $300 minus the $50 rebate. panasonic denied our first rebate submission, claiming we'd bought the wrong item. a phone call cleared up the misunderstanding and apparently our rebate is on its way. however, i've since been told that rebate problems and denials are a common occurrence with panasonic.the microwave has a nice appearance and functions well. however, there is a significant design flaw. you cannot use the hood light as a nightlight or even keep it on for very long without heating up the inside of the microwave to the point where the internal fan comes on and the microwave will not turn on to cook. after the oven cools down, it seems to function normally. the first time this happened, the inside of the oven was so hot i thought it was a short circuit. for that reason, i do not recommend buying this appliance. i wonder if this is why the price has dropped dramatically...
"
1,"i did not expect this top to be skin tight. the other armour exercise shirt i have is a comfortable fit. it is partly my own fault because i did not realize the significance of &#34;compression&#34; fit.
"
1,"my husband doesn't like to wear shirts under his dress shirts; however, he will have to with these. i ordered 2 whites and 1 tan. they are nice looking but very, very thin. the retail tags say $45. i'd be quite upset if i had paid that much! i guess for $9.99, they'll be okay. i didn't save a lot though cause now i have to buy some new t-shirts to wear underneath! if you don't have a white-collar job, these would be fine (at a reasonable price) for occassional wear. however, my husband has to wear them everyday, and i doubt they will hold up well since they are so thin.
"
2,"please do notttttt buy thisssss!!!!!! the phone doesn't slide open with this cover on. if you still try real hard.. the cover comes off with it.. it almost spoilt my display.. pleaseeee do not buy this.. unless u hate ur phone
"
2,"this came with my phone...and i really like the phone, but this charger is one cheap piece of crap. i've gone through two of these, and now just use the car adapter charger instead.
"
2,"i ordered it on april 11, now it's apr. 29. i just found that it's going to be shipped on may 12th.it is just a trash can. are you casting this after getting order? custom made? what's wrong with you? i don't cancel this order only because it was supposed to be included in free super saving shipping.
"
2,"for as much as it costs, its a piece of junk. most fm transmitters are, i heard some good things about this one, so i thought it would be better, and it wasnt =(, and i dont even live in the city, it has alot of static, and garbled, underwater
"
1,"the picture and description is of a shirt, what was sent was a sleeveless tank-top, open at the arm pits. don't order this if you expect a shirt or plan to use it for submission grappling.
"
3,"i like the mr coffee cup warmer in most respects. however, a couple of features that are sorely missing and i am surprised that this product can be marketed without them.there is no auto shutoff switch. i have had other cup warmers in the past that would shutoff after an hour. they also had a sensor that would shut off if no cup was present.i have left my cup warmer on with no cup sitting there a burning all night when i was sleeping. how much more would it cost to add these important safety and energy conservation capabilities.i would gladly pay the difference.
"
2,"product worked for about a week then not anymore, sometimes intermittent. had to order one from the sony co. direct.
"
2,"purchased locally. i figured if any issues i would return.i had my player with me. (creative zen vision:m)plugged in, found an empty frequency, tried to set the unit. unit would not set! -/+ buttons didn't work.also, if you have a somewhat large hand, you won't find this an easy unit to set.returned within 20 minutes to the store where purchased. didn't bother with trying another. monster need better quality control.
"
2,"as a whole i would not recommend this phone to buyers.yes, the phone is small, ""cute"" and has nice accessibility to volume buttons and there is a camerahowever :- the camera has poor resolution- t-mobile reception is awfulin places where other cell phones with tmobile received one or two lines, mine had no signal.after leaving some place where there was no reception and going out into open air, the phone takes upto 1.5 minutes to pick up the signal (sometimes it works if you turn it off and then on again)many times when i change time zones, the cell doesnt pick up the new time and date.- the software hangs!!the software is awful - it hangs at least once every 24 hrs and often times more.that's enough typing for now...i would suggest you look for a better phone...
"
2,"i purchased the non-stick set a few years ago. within a year, the nonstick finish was wearing off. i worked a long time on getting this problem taken care of - seems farberware was bought by another company a few years back, and no one wanted to take responsibility (a lifetime guarantee) for my falling-apart cookware. finally, they said they would resurface my pans. i sent them all ($25 in shipping!) in to a company in pennsylvania.......who had them for six months!!!!! they wouldn't return calls, they totally disregarded my plea's for information about my cookware, they didn't care. i had to buy a couple of peices of inexpensive cookware, just so i could put meals on the table. i thought it would possibly take 3 to 4 weeks, but they kept me hanging the whole time. finally, after i waited for those 6 months, my cookware arrived, without my large frying pan. of course, 3 weeks of phone calls back to them, got me no where. i still don't have my pan. that was 2 years ago, and the nonstick surface of the resurfaced pans are wearing off again.my advice would be to never buy nonstick surfaces from farberware. actually, i would never buy any farberware. they may be &quot;classic&quot; but they don't stand behind their products.all-clad.....all the way!!
"
2,"i know from experience. i have owned every brand of this type of cable over the years. i think one company makes them all. they will not last. the cable will develop a bare spot near the device connector end and short itself out. for some reason, it only happens with the palm-type cables. my ipod and usb retractable cables have lasted. perhaps one just ends up using the palm device cables more for hot-synching and/or charging daily.see my palm page at [...]
"
2,"bought two of these and it always breaks in the same place after several months of use, if not sooner. other reviewers have had the same experience. the problem lies with the plastic slide where you attach your palm. it is flimsy and not detailed properly re. interface with the metal case itself. it invariably breaks after several openings/closings, if not before. i had a rhino case before on another palm and it looks as if i will have to try that or a leather one again.
"
1,"first thing you have to know about clothes: there are certain names the are your guarantee of quality (think something like ralph lauren), because these designers impose a certain quality level on the clothes that have their label attached.then there are certain names that mean...nothing. that's because these ""designers"" are simply labels available for license to whatever comes down the pike. bill blass is one of these, at least for cheaper clothes.these shirts represent the very worst of the kinds of clothes that come down that aforementioned pike. slap a bill blass label on them, claim a high list price, and pawn them off on unsuspecting customers via mail order (where you can't see them first, because if you saw them first it wouldn't take you two seconds to realize they stink).these shirts are extremely thin, as has been mentioned before. beyond that, they are not particularly well made. if you care at all about your clothes, you'll regret buying these at any price (including the extremely cheap price at which they are currently available from amazon) and, if you have any self resepct, you'll immediately toss them in that bag you keep for clothes to be donated to the local goodwill store.is it worth even a few dollars to confirm what i'm telling you is true? i say not. why toss your money in the street?
"
2,"this rubber case is made out of very poor quality rubber: it is thin and very fragile, rips like paper.my friend has rubber case on his berry, which feels totally different on touch, thicker and stronger. that rubber case is blah. do not recommend.
"
2,"you get what you pay for. this product looks fine, but the belt clip is so wide and bulky that it causes the phone to flop around. not a practical belt clip, but fine if you just want to use the cover alone.
"
2,"very easy overflow. it is not use friendly and have to clear outside very time you use it. not good!
"
1,"first thing you have to know about clothes: there are certain names the are your guarantee of quality (think something like ralph lauren), because these designers impose a certain quality level on the clothes that have their label attached.then there are certain names that mean...nothing. that's because these ""designers"" are simply labels available for license to whatever comes down the pike. bill blass is one of these, at least for cheaper clothes.these shirts represent the very worst of the kinds of clothes that come down that aforementioned pike. slap a bill blass label on them, claim a high list price, and pawn them off on unsuspecting customers via mail order (where you can't see them first, because if you saw them first it wouldn't take you two seconds to realize they stink).these shirts are extremely thin, as has been mentioned before. beyond that, they are not particularly well made. if you care at all about your clothes, you'll regret buying these at any price (including the extremely cheap price at which they are currently available from amazon) and, if you have any self resepct, you'll immediately toss them in that bag you keep for clothes to be donated to the local goodwill store.is it worth even a few dollars to confirm what i'm telling you is true? i say not. why toss your money in the street?
"
2,"when i first saw this phone i just had to have it. i loved that is was so slick and slim. no antenna was a nice plus as well. i really regret buying this phone!!! my biggest upset was the battery life. the day i recieved the phone i charged it and was ready to go. i made one thirteen min phone call and it already needed to be charged. i went two or three days with the same thing happening and i finally took it back to the store. they(verizon) told me this was common with this phone and that i would have to buy a new and better $[...] battery. needless to say i keep the one i had and it hasn't got any better. i only make 4 or 5 calls a day with no more than an hour usage and have to charge it twice a day. i dropped it(on carpet) and the display screen doesnt work anymore. the only upside to this phone is that its slender. i repeat please don't waste your money!
"
3,"product was not good. the handle ripped off within 5 minutes of a product test drive (which entailed rotating the hand on top to make a ""revolving shoe tree a reality"".) all the pieces were there in the box. but when we put the tree together we put the shoes on and it seemed to hold shoes relatively well, and seemed stable. but when we excessively used the handle to rotate the tree -- this seemed ideal because the motion produced by the handle up toward the top seemed to replicate the same motion of a lighted desert case similar to what you could find at your local diner -- not long after using the handle up on top did it snap off; leaving us with feelings of being ripped off and of buying a relatively cheap product. 35 dollars for a standing shoe tree seems moderately priced, but after it breaking only after 5 minutes of usage, seems to me that the handle is there only to simulate some abstract weird functionality that was not deemed to be used to rotate. not all of the shoe ""branches"" were occupied with shoes, so the amount of weight put onto the handle was not much at all. if you want a standing tree that holds shoes. this is a great buy.
"
2,"warning, plantronics plusar 590a headsets are not mp3 cell phone player compatible.my phone is an lg8100 and others are said to be affected. even though the advertising states they are an ""ultimate stereo bluetooth headset"" and as personally stated by an online rep. ""absolutely compatible with the lg8100 cell phone"", they will not work as such with my phone. unfortunately i purchased these headphones as a solution for allowing good mp3 tunes ""in stereo"" while puttering around my office while at the same time being able to switch to the phone as they quote ""seamlessly"". not! they will not access the mp3 player on the phone. their support personnel wrote me this cop out note when, after purchasing, i inquired why they wouldn't work as their advertising states. ""your phone needs to support the ""a2dp"" profile (advanced audio distribution) in order to enable full stereo sound and streaming audio with the pulsar headset. most currently available phones do not yet support this profile and thus can only make sue of the headset as a mono device for phone calling, not as a media headset for music and other audio outputs."" sorry to sound so negative but to me this was a real bummer and a waste of money. it's kind of stupid running around the office wearing a full stereo headphone set just to answer mono phone calls. be wary,mark
"
3,"beware...i bought 6 of these with the ridges on the lower part of the mug...since i cannot find replacement mugs for my original (1999) boscoware mugs with ridges on the sides....i was soo disappointed...these tip over precariously, really bad design..i got rid of all of them, and keep hoping boscoware will product the original design...wider at the bottom, more stable, with ridges up the sides..in great colors...i wish i had bought 100 of them!but don't get these...you will regret it!
"
3,"about me: asian. cook rice everyday.price paid:ns-rnc 18a ( about $50-60, 15 yrs ago )ns-zcc10 5 1/2 cup ( $ 185 on apr 2008 )constuction:ns-rnc 18a the part that attaches to the inside of rice cooker cover looks cheap. the rice container scratches easier that the ns-zcc10.ns-zcc10 looks well made. one star for that.durability:ns-rnc 18a used daily for 15 yrs and was still working properly when replaced. of course the rice container needs replacing already. but the unit itself was still working like new.ns-zcc10 lasted 3 yrs of daily use. early this year it started not to cook the rice like it used to. it dries up the rice and it makes the top and sides of the cooked rice hard and gummy.cooking time:ns-rnc 18a: less than 25 minutesns-zcc10: 45 minutescooked white rice quality: the same ( i haven't tried cooking brown rice on ns-rnc 18a )origin:ns-rnc 18a: made in thailandns-zcc10: made in japanas of today i got my new ns-rnc 18a to replace my ns-zcc10 which does look nicer but overprice to last only for 3 yrs.
"
1,"did not like the pants at all, and threw them in the trash rather than pay return postage. flimsy, smelled of dye, cheap fabric, etc. too bad.
"
1,"having read the previous reviewers' reports warning about how easily this product could develop runs, i was super careful and tried very much to make my expensive pair last. the first time i had this pantyhose on, i got a bad run that ruined this very expensive pair of hosiery! unbelievable!
"
2,"this review is for the sunglass eyeglass repair kit 77pc deluxe sold by: jckringlesi needed some small screws to fix some glasses. i did not expect much to about $8, but i did not think i would get such cr*p. most of the screws had no slot on the end. this means that there is no way to tighten them. they had inserted a note in the kit""screws w/out slots fit into round end of screwdriver and tighten with friction"".no! no! no! it just does not work. first of all, there is no round end of the screwdriver. 2nd, even if there was, there is just no way you could hope to hold down a completely smooth and rounded end of a very little screw, so it could be tightened. to be fair, some of the screws did have slots, but the longer ones did not. the long ones were the only ones that i needed, so this purchase was a complete waste of time & $. i would never order anything else from this store. if they would sell this, then you can not trust them. they obviously got an order of screws that were defective & are trying to get rid of them. just think about it. no one wants little screws ( or orders them that way) with no slots.eyeglass repair kit - 1 kit
"
2,"the cord on the jabra is about two feet too long and no clip is provide for the cord, so it must be coiled up in a pocket if you carry your phone on your belt to keep it out of your way. none of the 6 ear buds included fit very well, the unit sticks out of my ear too far, and people on the other end of phone calls tell me the sound quality stinks.
"
2,"i purchased this from renovaters supply in march 2005. the rod itself is made of solid brass tubing which is why i purchased this. however, the wall of the tubing is made from incredibly thin brass and will bend if you hang a wet towel on it. the chrome plating is also of poor quality. for $100, you would think this would be top quality. don't waste your money on this item.
"
1,"i wore this shirt just once. it's almost transparent. not worth it even if you get it for free.
"
2,"this worked well for about 4 months and then broke. its mechanism turns to ""warm"" now way before the rice is done. when i called the company to ask about service or an exchange, i got someone one time. i had to call back with more information from the receipt and i have never been able to get a hold of someone since then. i have called about 8 other times. it is not worth my time to keep trying to get a hold of someone, pay to send it to a service person, etc. since this item is well reviewed in cook's illustrated, i am debating buying another and crossing my fingers...
"
2,"see my review of the coby ca-745 transmitter for some background.i purchased this monster radioplay 300 based on the price and overall rating. it arrived broken and used. the wire near the socket connector was positional, meaning that it was broken inside and only worked when the wire was at a specific angle; the wire dangles and swings when driving, so the transmitter was unusable. plus, the display and body were both scratched up a lot, so i concluded that the company sent me one that had been returned because it was broken. i assume that the quality control program in their shipping/receiving department needs better management. when i contacted the seller, they apologized, refunded my money and sent me a new one at no cost, so i'd say their pr department is great!the replacement works, and is adequate, but when i received the coby transmitter (which i had ordered right after receiving the first monster), i was blown away at how much better the latter one is, and at a comparable price.so the bottom line is, the company has a qc problem which they can fix, and i wish them the best of luck. their quick and unsolicited response of refunding my purchase price and sending me a workable replacement is a good sign that they are trying, so kudos to them for their effort. as for the transmitter itself, it's okay but just not as good as the coby.
"
3,"it was ok, unless i left it on warm and the rice caked onto the bottom terribly. however, it stopped working after 4 months of use. not sure what happened....
"
2,"i agree that longevity is not in the design specs. i bought one and it worked for less than a year, got a replacement, and that one died even sooner. didn't bother to replace that one. i also had two of the mini ones that plug into the outlet and have a light. one still working after quite a few years, the other, dead. 1 out of 4 is not very good. one note - it does seem to take odors out of the air. i have 4 cats and i think it helped somewhat, but not at the price they want for them. i would give $30 for a floor model if i thought it would keep running. as for cleaning the air - i don't think so.
"
2,"having a nokia go phone that will only be hands free with this headset i had to get it. over all it's a good item. can be hard to hear who your talking to at times if there is a lot of background noise on your end. crystal clear for those hearing you.
"
2,"i'm on my second one of these, because the click-tab on the first one broke. it's not more than a month later, and this one has broken the same way. six dollars may not be much money, but it should buy me a higher quality product than this. and i can't get the clip separately from the holster. if i could get them separately, i would just buy ten of the clips at two bucks a pop, because it isn't the holster that keeps breaking!
"
2,"like the rate plan, like the phone. don't like the way that amazon fulfilled the order, however. evening of day #1: i placed the order. day #2: amazon runs a credit check (as all cellphone vendors do) and i'm approved; so my order status is changed from ""not yet shipped"" to ""shipping soon."" later that day, amazon send me an email to let me know that they've shipped my phones. status changes from ""shipping soon"" to ""shipped."" day #3: amazon send me an email, advising me of my new phone numbers. days #4, #5, #6, #7, #8: still waiting. day #9: phones delivered. ok, so the phones actually arrived during the time period that amazon said they would. so why am i complaining? because on day #3, they had verizon assign phone numbers and activate the phones. so i had the ""privilege"" of paying for phone service on days #3-8 without having the phones in my possession. with a family plan of 4 phones, that was about $18, plus taxes and fees, straight from my pocket to verizon's. gee amazon, thanks for the ""favor"" of activating the phones six days early for me.
"
2,"i was very disappointed in this item. what kind of earphones come with one earbud? it doesn't make sense. and worst of all, the discription didnt even mention that they only came with one earbud. dont waste your time with this product.
"
3,"wenzel is a good name, so i bought this fan based on their reputation! this fan is hurting their reputation, what a waste of plastic!! i agree with the other reviewer, you'll do better by fanning yourself.
"
3,"i purchased this for my father who about 10 times a day puts his cup of coffee in the microwave to warm it up. i figured this would save him a lot of time if it worked. however, it just didn't keep the coffee hot enough. nice idea though.and before anyone comments saying he didnt use it correctly, he did. he poured a fresh cup of hot coffee, used this coffee warmer like a coaster. within about 30 minutes, he had to make another trip to the microwave.
"
2,"i was excited to get these, and i loved them for a day, but then they kept breaking one after the other. if i left them on a cup for a long time (or sometimes just a short time), they would eventually just pop off at the seam. and now i feel bad that i'm tossing all this worthless plastic into the garbage where they will be leaching plastic yuckiness into the landfill for years to come. love the idea, but they are poorly made. skip them!!
"
2,"when i bought my blackberry, my battery lasted for 2 days of intensive use. it went like that for a full year and then in a matter of a week or two my battery life halved, i could only get a day out of it of not so quite an intensive use. i was delighted to see that amazon offered a new battery at what seemed a very attractive price, in comparison with what a cell store would charge. however, after using this battery that i purchased from amazon i get the same sort of medium sized day that i get with my old battery. this leads me to conclude that the vendor is recycling used batteries as new ones. it is cheap, but it is not new. if you don't have a battery at all get it. if you want to replace your old battery pay the $40 at a cell store and get the really new one.
"
2,"i use my blackberry 8300 world phone when i go to london, the battery had exploded and i was about to toss the phone until i discovered these. thank you.
"
2,"i recently upggraded from the 6120 to the 3360. the best thing that they did was increase the ringer volume. anyways i got the ear bud thing with it. i could barely understand what ppl were saying. it was horrible. it sounded as if you were in a can.
"
1,"dockers are dockers, so that's not the problem. just be sure you don't trust the images if you choose to buy these via amazon. ""cafe,"" for example, should be ""coffee."" despite the fact that the image for ""cafe"" shows a stone or very light gray color, ""cafe"" is actually dark brown. so the product isn't defective, but is misleading: i didn't want brown pants, but that's what i got.
"
2,"my initial impression was the sound quality was good but the workmanship was cheap. the cheapness was confirmed after about a month when the headphones stopped working and stopped taking a charge. additionally, when speaking with plantronics support i noticed a small crack on the union between the headband and the right earphone. now, these headphones were never dropped and handled delicated since day one due to the noticably cheap quality.on the positive side plantronics support seems first rate, the reason for the second star. plantronics must be well aware of the problem because they went straight to processing a return. they are shipping me out a new unit in advance of me sending the old pair back. a much appreciated cs touch. hopfully the new batch has these issues fixed
"
2,"i wanted the motorola razr for a while and i finally got one. now, i just wish i had my old phone back. here's why i don't like this phone:- buttons on the side are easy to accidentally push- the standard ringtones are terrible and you must pay for any new ones- the battery doesn't stay charged for more than a couple of days- frequently used functions are not very easily accessedoverall, i had high expectations for this phone. i thought i was getting this high tech, cool new device and it's not even as good as the simple three-year old phone i was using!
"
2,"when i opened the box and tried to pull the cable, it tangled right away. i tried to fix it, but to no avail.
"
2,"i bought this because i have a friend that has a similar unit that works well, but this one doesn't impress me at all. i very rarely use it because there's always at least a some static. i have tried numerous stations and even when i find one that seems to be working i have never made it through a whole song without a lot of interference.i will be buying a different transmitter!
"
2,"they never sent me one of the items i purchased. i am still waiting for it. now i just noticed that one of the items i bought from them that was supposed to be 16 x 20"" is much smaller.it has been more than a month after purchasing from them already.beware adam hersh
"
2,"i bought one in july and it was broken yesterday after three months of use.
"
3,"i bought this product to have a small coffee pot in the office. however, when brewing, this pot somehow always gets significant amounts of coffee grounds into the pot, regardless of how the filter is arranged. total waste of money, i'll be throwing this away and buying another.
"
2,"save youself some money. the jabra ear gels are an absolute waste. they actually fit worse than the stock ear buds from jawbone.i was even more disappointed that i paid $4.63 shipping on a worthless $9.99 product. it's not even worth returning. lesson learned. hopefully you will also.
"
2,"the eforcity clip breaks easily. i would not purchase it again.
"
2,"my music can never play in my car. the radio stations always take over. and its hard to get the monster to change stations.
"
1,"the suspenders i ordered were just what i was looking for and they were delivered in a timely fashion in time for my boyfriend's birthday!
"
2,"i would have wanted to know before buying it that the silicon was hard and is not as soft as i thought. however it is a good protector for the phone.
"
2,"it doesn't charge my phone. i had to buy another one in a sony ericsson shop.
"
2,"don't loose the camera. difficult to replace with any kind of search and it's expensive. dumb not to have it built in...wish i had gotten the samsung that is similar to this one. i concur with most of the negative review. this in my only phone and i miss calls all the time.
"
2,"initially, this was the best fm transmitter i ever owned. my first one lasted 5 years before it stopped working (though it consumed two aaa batteries every month). the other worked fine, but the signal strength was relatively weak, and so there was a lot of background static. this one worked wonderfully. the audio was as clear as you can get with an fm transmitter, and i never had to worry about static.and then, after 3 months of owning it, the connection between the car plug and the transmitter itself basically stopped functioning. if i wiggled the wire around a bit, the transmitter would power up, but only for a few seconds. the only way i could get it to stay on was by putting constant pressure on the part of the wire that touched the transmitter. even then, it eventually stopped responding even to that. now it does not function at all.if you are willing to take the risk that the transmitter will work properly for as long as you want it, then this is a great product. but if durability is important, you might want to find a different fm transmitter.
"
2,"i expected this to have a pocket on the inside as mentioned in several of the reviews. also there is logo on the outside which is also unexpected based on the picture.
"
1,"thought the product worked great... only problem had was first time was too small...second was that not happy with cost to ship...way overpriced
"
1,"if you want a cheap thin shirt that likely will not last a dozen washings then this is the shirt for you.be aware that amazon has a $3.99 plus $0.99(per item) return shipping fee.is all bill blass stuff this ""quality""?
"
1,"great shirt in most respects, but way too small. i bought the adult small for my 12-year-old son, who is 5 ft even, 115 lbs, and it is so skin-tight he could barely breathe in it. i'm exchanging it for the non-compression version.
"
2,"in a nutshell: verizon has made this phone mediocre. if you gotta have a v3m, get one from another carrier.the razr v3m's sharp looks, respectable battery life and fidelity are marred by verizon's sluggish interface and crippled features. if all you want is a thin profiled phone, then you'll probably be happy with this item - and many places offer them up for free. but those searching for a ""media"" rich phone should keep looking.the ""in"" calling feature can save you a bundle if friends and family are verizon subscribers. but...if you are at all interested in customizing the v3m with ringtones, wallpaper and such, be prepared to hand fistfulls of cash to the vcast service or spend oodles of time trolling the net for info on hacks (of which there are plenty - for windows users).the built-in camera is just okay. with the placement of the lens near the hinge you're bound to end up with an index finger in many a shot. the same holds true for the video camera feature - not that you'll use it much since its record time is limited to 15 seconds.you can playback .wma files stored on a transflash card (that's next to the battery that must be removed to access the card) but there's no 3.5mm headphone port; a usb dongle adapter is in box. note: the largest card you can use is a 1gb.no usb cable is included despite the v3m's disabled obex feature (which allows the transferring of files via bluetooth). razrs from sprint, t-mobile, cingular an all-tell have this feature intact!pros:compact sizerespectable sound qualitycan check voicemail from another phonecons:many important wireless functions disabled! (in favor of paid services)interface can be slow...and always reminds you that you're a verizon customercannot vibrate and ring; it's only one or the other.only plays .wma files with no support for itunes or winamp playlistsmay feel awkward in big handsnighttime starts at 9pm
"
2,"i was very disappointed with the earglove. it looked so cool with the interchangeable foam covers and all, but i just couldn't get it to work for me. the build quality left a lot to be desired, and after several attempts to fit it comfortably, it sort of came apart, although i managed to get it together again. then i just couldn't get the earbud thing to fit in my ear; if i stuck it right in it was very painful, as it's not padded, and if i positioned it hovering outside my earhole, i could hardly hear a thing, especially when the car was moving. i had much better luck with a competitor earpiece which looped right around my ear, and had a broader speaker cover which sat outside my earhole and gave plenty of volume. another irritating thing about the earglove was the mute button, which if your phone is not compatible cuts off the call instead.i don't want to be too harsh since i think with these ear-thingies its just a case of finding one which fits the shape and size of your ear best. maybe the earglove would work well for you. its just a shame you have to buy one to find out. maybe a friend has one you could try for size first, because if it doesn't fit it will be useless.
"
2,"i just realized that i have the s710 not the s710 vox. everything else remains the same.i have never written a review but i hate this phone so much i had to write it, i take care of my electronics and i am so angry that i have this phone. i bought this phone about 5 months ago. let me list the reasons why this phone is the worst tech investment ever:1. sometimes my mail downloads, sometimes not.2. when it does download, sometimes the whole message downloads, sometimes it downloads partially although my settings are for the full message.3. and now i am getting an error message about low storage space that pops up every few minutes even though i have deleted almost everything on the phone.4. this phone is a power hog! one minute its fully charged, the next hours, maybe not even a whole day it's dead. and i have power saving settings on.5. if you enter 3 numbers for the same contact, the name shows up 3 times, not just once w/ 3 numbers connected to it.6. i e-mailed htc tech help days ago about the memory alert and i have not gotten any response yet.and i know someone else who got a touchscreen htc at the same time that i got this phone. his touch screen already has stopped working. and he also takes care of his phone.i just want to trash this phone with a bat but it costs $400.00! although this phone has nice features, it is not easy to use and for the hassle that it is, it's not worth the money. htc is not ready for prime time! instead, get a blackberry, an i-phone, get a wire and two cups... anything else but an htc. or you'll be very sorry.
"
2,"hello all,don't buy this item....i bought it before two weeks and using it but never got good voice qulaity and even catching signal strength is also no good.i tried it in 5 diffrent state but it's not working.ther are may options or better product then this.and same quality product you can ger for $3-$4 from other sites.i am truly sugggesting you to not to buy this item.thanks
"
2,"i was disappointed in this case. it is, to me, a thin, cheap case. i would not have bought it if i had seen and felt it before.
"
2,"i had this phone for about 3 days and the flash light froze. i had to take the battery off to fix this. only for it to freeze again after trying the flashlight for yet a second time. it automatically deleted a couple of my contacts. i took it back & let verizon replace it with the same model only for the second model to not recieve all of my text msges & text pics. when i used blue tooth or a regular headphone my callers were unable to hear me. the camera is aweful. i understand that this is a phone good for durability & the bells & whistles aren't suppose to be great but the basics should at least work. i exchanged it for the chocolate lg 8550. so far so good.
"
2,"the squeem is a great idea, but their quality is second rate, and their customer service is worse than useless. i'd owned mine for about 4 weeks and worn it only a few hours a day when i noticed that a seam was coming unstitched. the threads aren't frayed; they're unstitching from the seam.contacting customer service has been an exercise in futility. they've asked for pictures of the damage, and then failed to respond to the pictures, or any further attempts to contact them.for what this costs, it needs to last longer than 4 weeks.
"
