department,review
Cell_Phones_Accessories,"this device is not compatible with my treo 700w and i had to return it.
"
Cell_Phones_Accessories,"the product is absolute crap. the usb cable is faulty and does not properly fit into the keyboard or the computer jack. once i managed to get both ends to insert (with great care and effort) did the keyboard charge? nope. also the pairing button didn't work.avoid avoid avoid. do not buy this product.
"
Cell_Phones_Accessories,"nice compact headset, but will not stay coneected to my treo 700p. connects easily, but drops connection every 10 minutes or so. i called plantronics and was told none of theie headsets are working with treo phones.i had to return the headset in less than 24 hours
"
Clothing_Accessories,"i had got these for my husband for christmas. nice material, however they were too tapered at the ankle and also short for him and he is average height, so we had to return it.
"
Clothing_Accessories,"i wore this shirt just once. it's almost transparent. not worth it even if you get it for free.
"
Home_Kitchen,"i have had a white one for years and very happy with it. however, i purchased two new mugs that were larger on the bottom than my other mugs. i looked at the black warmers and the photo appeared larger than the white one. also, the dimensions state a larger size. it is not. the burner is exactly the same size as the white one.
"
Clothing_Accessories,"this bra is completley worthless! it offers absolutely no support, is cheaply made and does not run according to size. don't waste a penny on this. you will be disappointed.
"
Home_Kitchen,"after 2nd or 3rd usage, inside of the pots started to tarnished (not a food stain). now the food cooked using these tarnished pots are tasting bit bitter (metallic taste). very poor quality product.
"
Clothing_Accessories,"if you want a cheap thin shirt that likely will not last a dozen washings then this is the shirt for you.be aware that amazon has a $3.99 plus $0.99(per item) return shipping fee.is all bill blass stuff this ""quality""?
"
Cell_Phones_Accessories,"i am not at all happy with the case. it has not been designed to make sure that the phone does not fall off. it can slip easily when you sit.
"
Cell_Phones_Accessories,"i am not happy with this item. it will not hold the station and has a lot of static. therefore, music does not play correctly.very disappointed.
"
Home_Kitchen,"i always rely on amazon customer reviews - this is the first time i have been so completely disappointed. i had to hold the fan 10 inches from my face before i felt any circulating air, and that was with the fan on high. due to the size and shape of the fan blades, no air comes out of the center of the fan; what little breeze there is comes out in a small stream on the sides of the fan. i won't comment on the light, since i wasn't interested it that option. just got it, and i am sending it right back.
"
Home_Kitchen,"if you want to spend $53 for one tiny trash can then this is the deal for you. this product should have been sold as a 6 pack but unfortunately someone messed up when they entered this product for sale. both amazon and geroy's deny responsibility for the error and to date nothing has been changed. it was really disappointing to get this in the mail & then have to turn around and return it. also, you can't return this product without talking with someone at the amazon call center. this purchase was a huge waste of time and i'm disappointed that it's still available.
"
Home_Kitchen,"this fan is junk! the high speed didn't work to start, the lights don't shut off completly, which drains the battery, now it doesn't work at all! this is all only after 1 day of use!
"
Clothing_Accessories,"i purchased an under armour compression tee at a local store in a size large. the shirt fit fantastic. i wanted a back up so i purchased this one online size large, different color. the shirt arrives on time, open the package and it is a large but does not even fit over my shoulders.... i contacted the vendor for an exchange. they do not do exchanges but will allow me to return the shirt. if the shirt was worn it has to be washed before returning it... no problem for i could not get the shirt on anyway so tags etc were all in place. if you pass 30 days, there is a restocking fee of 20% which i was unaware of.when i questioned the vendor why i have a large and ordered the same size it did not fit. the vendor stated that under armour has different sizing charts for different shirts. that just did not make sense. how are you to buy a product with ""floating"" sizes.so, i went online to nordstrum to find the same exact heat guard compression tee. there was a size chart that could be pulled up to check size before ordering.... only 1 chart for under armour. i did all the measurements correctly to find that i was to order a large.i know the shirt fits tight but since i already had a large that fits, and the chart from under armor at nordstrum confirmed that i had ordered the correct shirt size, the statement that there are different size charts for different under armour shirts "" just doesn't fit!"".i personally will visit a store and actually try it on to avoid the hassle and disappointment of waiting for a product that does not fit, seemingly was ordered correctly, and then had to be mailed back.
"
Cell_Phones_Accessories,"the phone is neat and comes with a lot of great features, but buyer beware-the warranty is basically non-existant. we had a problem with the keyboard and called for warranty service and they said that the warranty is invalid if there is any water damage. we explained that there was no water damage, it just stopped working. they asked us to check a ""dot"" sensor on the phone. if the dot is red, the warranty is invalid. we asked how the dot could be red when the phone (2 months old) never got wet, and their rep told us that rain, sweat or being exposed to humidity or condensation! an unscientific survy of razr uses at a soccer game found 4 of 5 with the dot turned red-and hense no warranty.so bottom line is, it is a good phone, as long as you don't sweat or live in a location where it rains or gets humid.
"
Cell_Phones_Accessories,"i had this headset for 3 days. dropped it from waist level and now it doesn't work. i could have gotten better use out of $30 by purchasing a fairly decent bottle of wine...it would be gone too, but i would have had more enjoyment out of it. this unit is very small, and getting it into the ear is awkward, and is impossible to do without pressing one of the volume up/down buttons, which means you will have to re-adjust. if you have larger hands, like i do, it is a little odd to handle...hence, the greater possibility of it being dropped. the sound was mediocre at best, and everyone i spoke to (in the short 3 days that it did work) said there was an echo on their end. not recommended. move on to another.
"
Home_Kitchen,"i don't like this rice cooker because the inner pot's non-stick coating peel off after 6 month, and there's no way to replace it. my last panasonic rice cooker's non-stick coating lasted 5 years.
"
Cell_Phones_Accessories,"in a nutshell: verizon has made this phone mediocre. if you gotta have a v3m, get one from another carrier.the razr v3m's sharp looks, respectable battery life and fidelity are marred by verizon's sluggish interface and crippled features. if all you want is a thin profiled phone, then you'll probably be happy with this item - and many places offer them up for free. but those searching for a ""media"" rich phone should keep looking.the ""in"" calling feature can save you a bundle if friends and family are verizon subscribers. but...if you are at all interested in customizing the v3m with ringtones, wallpaper and such, be prepared to hand fistfulls of cash to the vcast service or spend oodles of time trolling the net for info on hacks (of which there are plenty - for windows users).the built-in camera is just okay. with the placement of the lens near the hinge you're bound to end up with an index finger in many a shot. the same holds true for the video camera feature - not that you'll use it much since its record time is limited to 15 seconds.you can playback .wma files stored on a transflash card (that's next to the battery that must be removed to access the card) but there's no 3.5mm headphone port; a usb dongle adapter is in box. note: the largest card you can use is a 1gb.no usb cable is included despite the v3m's disabled obex feature (which allows the transferring of files via bluetooth). razrs from sprint, t-mobile, cingular an all-tell have this feature intact!pros:compact sizerespectable sound qualitycan check voicemail from another phonecons:many important wireless functions disabled! (in favor of paid services)interface can be slow...and always reminds you that you're a verizon customercannot vibrate and ring; it's only one or the other.only plays .wma files with no support for itunes or winamp playlistsmay feel awkward in big handsnighttime starts at 9pm
"
Cell_Phones_Accessories,"had a terrible experience with this item. very flimsy buttons, poor build quality and make. stopped working in a few days. there are better choices out there.
"
Home_Kitchen,"this pan leaks dark soot like material from beneath the upper lip of the pan every time i use it. even worse, the seal between the pan proper and its bottom is evidently not sealed because other stuff leaks out of it, going upward on the pan; it is very difficult to even clean it off; consequently, i used this pan a few times and now it just sits unused, making me think i may never buy another farberware -- despite the fact that my previous pan similar to this one lasted through 56 years of marriage. yes, it was a wedding present and used several times a week.
"
Home_Kitchen,"i am a modest coffee drinker. i drink 4 cups a day, and i require little of a coffeemaker other than an on/off button. my last perfectly servicable mr. coffee 4-cup machine bit the dust, so i replaced it with this one, because at least i could re-use the carafe.well, the internal design guys have been at the guts of this one. first, you can no longer remove, rinse and/or wipe down the internal chamber condensation from your last pot. you have to insert a papertowel into the new internal resevoir, scraping your hand on some internal parts that probably weren't meant to be messed with. they have likewise redesigned the basket, and it barely fits the standard coffee filters anymore, without crinkling and leaving grounds in your pot, and, hey, the internal water resevoir, where it has no business backwashing anyway. and god forbid you should try to make 5 cups in your 4-cup machine, for which there is plenty of room in the carafe, and in the resevoir, and which works well in many other 4-cup machines. my coffee maker lives on top of my microwave on a little shelf, by the toaster oven, because i have no counterspace for it. i have to lift it out some 10 inches, fill it up, insert the basket, and put it back on the microwave to process. i have mastered the art of moving a fully water loaded machine the little bit required. this one sloshes water everywhere. from the top of the machine? no! there's an engineered hole in the back of the reservoir to keep you from overfilling the chamber that last little bit. water fountains everywhere from the center back part of the machine. i suppose i could put a piece of duct tape over it, but who wants duct tape in their coffee. good god.i will be replacing my machine shortly, then gleefully smashing my carafes on the driveway.
"
Home_Kitchen,"i purchased the finlandia pattern a few years back and the set was made in england- and is very nice. i wanted to add a few small plates and the ones that were shipped last week were stamped ""made in columbia"" on the back. they are nothing like the original set- some of the pattern is missing some ink (the same on all the plates) and are faded. also the plate sizes seem a bit bigger/thicker than my original set. i can't believe this company does not have any quality control and think this is acceptable?!? i would only buy this china if i knew it was made in england...i wish it was specified on the product description. i read about the made in england vs. columbia in the reviews of this product and thought i'd take my chances. well i lost- don't order these dishes unless you can make sure they are not made in columbia!!!!
"
Cell_Phones_Accessories,"the second day after i got this phone, it wouldn't turn on. i had to exchange it for another one. now, four months later, the end key doesn't work and turns off every time i plug in my handsfree.i called t-mobile, they said they were going to send me a replacement. they did, but they failed to tell me that it was a refurbished model. it had dirt in the keypad. i had to vacuum it but it's still dirty.i went to a t-mobile store and was told that they discontinued the t722i because there were so many returns due to defects.
"
Home_Kitchen,"the slots for shoes are too close. you can't put more than 3 pair on each tier.
"
Clothing_Accessories,"great fabric and tight fit. problem is that if you are over 6ft tall, then all under armour products will be too short in the torso. this company does not listen to the customer.
"
Cell_Phones_Accessories,"text message does not work, directions in a language i can't even identify, contact with ace photo, the vendor, was unproductive. not a good purchase experience at all.
"
Home_Kitchen,"even at the incredible friday sale price of $4.99, i would not recommend these flannel sheets for purchase because of the very poor sewing workmanship. the stitches were very large, and also some of the edges were simply turned over once and sewn with a raw (easy to unravel) edge. the sheet would not hold up well after the first washing. i resewed all the edges of both sheets.
"
Cell_Phones_Accessories,"ordered it for my droid razr in december, 2011. worked fine for six months, then gave in. the cable/wire has problems and it won't transmit the music to the speakers, i have to constantly tinker with the wire to transmit the sound, which is impossible(and unsafe) to do while driving and kind of defeats the whole purpose. for a $25 transmitter, this was disappointing. i had a $5 fm transmitter before (when i had an iphone) and it worked fine without any trouble for ages.not recommended!
"
Clothing_Accessories,"this is the first thing i've ever gotten from under armour. everyone on my football team has good luck with their products but mine seems to be defective. after one wash the logo starts cracking and the second time worn the logo starts peeling...wishing for a refund, bad luck i guess.
"
Clothing_Accessories,"i purchased an under armour compression tee at a local store in a size large. the shirt fit fantastic. i wanted a back up so i purchased this one online size large, different color. the shirt arrives on time, open the package and it is a large but does not even fit over my shoulders.... i contacted the vendor for an exchange. they do not do exchanges but will allow me to return the shirt. if the shirt was worn it has to be washed before returning it... no problem for i could not get the shirt on anyway so tags etc were all in place. if you pass 30 days, there is a restocking fee of 20% which i was unaware of.when i questioned the vendor why i have a large and ordered the same size it did not fit. the vendor stated that under armour has different sizing charts for different shirts. that just did not make sense. how are you to buy a product with ""floating"" sizes.so, i went online to nordstrum to find the same exact heat guard compression tee. there was a size chart that could be pulled up to check size before ordering.... only 1 chart for under armour. i did all the measurements correctly to find that i was to order a large.i know the shirt fits tight but since i already had a large that fits, and the chart from under armor at nordstrum confirmed that i had ordered the correct shirt size, the statement that there are different size charts for different under armour shirts "" just doesn't fit!"".i personally will visit a store and actually try it on to avoid the hassle and disappointment of waiting for a product that does not fit, seemingly was ordered correctly, and then had to be mailed back.
"
Clothing_Accessories,"thought the product worked great... only problem had was first time was too small...second was that not happy with cost to ship...way overpriced
"
Cell_Phones_Accessories,"it charges my treo 700w faster than the wall charger or my igo universal adapter, but still has the following glaring problems:1) squeals loudly when in a charging state2) interferes with am radio reception while charging3) the connector quickly developed a problem with intermittent contact to the phone. unless the phone is sitting at the right angle, contact is not made properly, and no charging occurs. this is annoying since the phone tends to bounce around a little in my truck, and i have to insert the phone upside down into my cup holder to maintain just the right angle with the charging cord.all in all, i wish i'd spent more money on a better quality charger. the build quality of this unit seems good, but the performance is poor.
"
Home_Kitchen,"i really liked this cooker until i tried to clean it. my old rice cooker had a separate lid and i never noticed this difference in my research. this one is fixed on. i wish i had read the review that said the same thing i am now saying and took note. it's impossible to clean around all the gaskets and time consuming to try. major design flaw. other than that, it does make great rice.
"
Clothing_Accessories,"i did not like the texture/material. the fitting was also loose for me. having used eddie bauer cotton shirts, these shirts were disappointment.
"
Clothing_Accessories,"i have had two children, the last one being born at over 10 lbs, so my ab muscles are stretched beyond self-repair. unfortunately, the only way i can get back my pre-pregnancy tummy back is with a tummy tuck. because i don't know if i want to go such a dramatic (and expensive) route, i opted to try this based on other customer reviews. i am 5'11 and 165lbs (size 12/14), back to my pre-pregnancy weight but i look about 5 months pregnant because my ab muscles are so stretched out. i don't have any weight to loose, i just wanted something to slenderize my tummy area.to be fair to this product, it does help to hold my tummy in, although not all the way. i wore it every day for over a month and didn't loose a single inch (again, not that i have weight to loose, but what woman wouldn't take a smaller waist regardless of her size?!)now, maybe it helps drop inches if someone does have weight to loose, but logically, wouldn't the same inches come off with a reduced diet and/or exercise? i just don't see how you can loose inches just by wearing it (although i hoped it would be a side-effect...guess i was naive). if it was really that easy, wouldn't the medical profession picked up on it by now & prescribed this instead of diet and exercise?anyway, the boning is uncomfortable; i ended up cutting it out. the cincher still worked fine, and with the boning gone it was more comfortable. it kept me warmer (i'm one of those people who are almost always cold), but when i'd take it off it felt wet and bleh from the perspiration it causes. kinda gross. overall i'd say it gives the same slenderizing result any good quality cincher/shaper would give.
"
Clothing_Accessories,"i have lots of these , using them almost daily as underware . my first pair having purchased at least 6 years ago. my two most recent purchases of these has yielded a variety of quality and sizes . seems like they are being made in multiple overseas sweet shops with little quality control . won't be buying again
"
Home_Kitchen,"this company was bought out several years ago by a far east company. the quality is not the same; the warranty is worthless; the 18/10 gauge steel is not truly 18/10 guage and the handles are made of cheap plastic. if one takes the time to look at the positive reviews, most of them are from people who have the original sets manufactured ten to twenty years ago. the company no longer exists, and its successor makes cheap knockoffs of the original. do not waste your money
"
Clothing_Accessories,"when i finally gave the costumes to the kids i noticed that the one custome of batgirl was not complete. the belt was missing.
"
Home_Kitchen,"don't buy this! didn't even come with all the screws. you could build a better set with twigs. skip it.
"
Cell_Phones_Accessories,"this product was recommended as purchased by some other (stupid) person who also bought the motorola v551. this wonderful device is not compatible with the v551.
"
Clothing_Accessories,"the dress was very well made i can not complain about that at all. i knew it was not going to fit when i purchased it based on previous reviews so i expected alterations. but with the money you save the 30 dollars to adjust is nothing.
"
Cell_Phones_Accessories,"i could never get this to work correctly with either of my windows vista computers. i ended up getting a copy of 5.0 from some where else and it worked fine. couldn't up grade w/ this software to the new version, so a total waste of money.
"
Cell_Phones_Accessories,"the battery did not work at all. it had a slight bubble hump on the pack. it was unfortunate because i needed it before a trip i was taking. however, i was able to get another one from the third party that sent it and then returned the bad one back a day before i had to leave.
"
Home_Kitchen,"i purchased this after an informercial. my warrenty was for 3 years. lucky for me, since 14 months after receiving the unit it died with no warning.the manufacture made me return it at my own expense and then they sent me a new unit. took 2 months.well, the new unit arrived 8 days ago. it died an hour ago. i called the customer service and refused to pay to send it back again.they are sending me out a new unit (again), but it will take up to 10 business days to receive. they agreed to send a pre-paid shipping label this time too. (could take a month though.)meanwhile, i have nothing. after reading the reviews below, i could have kicked myself. i subscribe to the online version of consumer reports so did what another did...looked it up. consumer reports says this ionic breeze only &quot;removes a few particles from the air&quot;, nothing else. they also did the test, as the infomercial showed, of putting the breeze in an enclosed space with smoke and turned it on. it did not do what the infomercial said. it did not &quot;power through smoke&quot;. it did nothing.i am taking the advice of consumer reports. i am refunding my money on the breeze and purchasing &quot;the high-scoring friedrich c-90a and whirlpool ap45030ho models&quot; which does work...and work well.avoid the ionic breeze unit, for the home and/or the car.
"
Cell_Phones_Accessories,"after reading all of the reviews for the fm transmitters i decided i would go the cassette adapter way. it worked for about 2 songs then the player kept spitting it out. one of the reasons that i bought it was the power adapter that came with it. maybe someone will get smart and make one of these things that actually works!!!
"
Home_Kitchen,"i agree with the others who have said this does little or nothing to keep a drink warm. lukewarm is at best, and you still have to continue to reheat a beverage if you want it to be anything close to warm or hot.
"
Cell_Phones_Accessories,"jabra directed me to these as a replacement for the lost pieces for my wave. these are not what i need. meh. gonna be two more weeks before i get home to return them.i don't blame the merchant, blame jabra for directing me to waste weeks buying, waiting for, and returning the wrong stuff. swedish morons
"
Cell_Phones_Accessories,"this charger came packaged nicely, and i figured i would give it a try. the cord is super short and within 5 uses the zune connector part literally fell apart in my hands! there were pieces everywhere. i barely kept it working without the covering for the connector for about 2 more uses then the exposed wires snapped. :( very disappointed with this product. will not buy from this company again.
"
Home_Kitchen,"i know it's called a beverage warmer, but it barely does that. i wouldn't recommend this at all. i had a cup warmer by dazey (can't find it now) and it kept my drink hot, as it should. i mean who wants a warm beverage, which this warmer barely does.
"
Home_Kitchen,"perhaps the larger model works well. this smaller magnetic set is tragic. the only upside is that if you're working on your grip strength, these will probably help. to get a useable amount of pepper, you'll have to squeeze 15-20 times. they feel cheap and destined for a quick trip to the trash can. stick with a tried and true twist grinder.
"
Clothing_Accessories,"i ordered several designs of the cacharel shirts and was very disappointed when they arrived because the fabric was extremely thin. i always wear a white undershirt, and that fact was very evident since one could literally see through the shirt.
"
Home_Kitchen,"this product that was so lauded in reviews is the biggest piece of junk i have ever purchased. farberware is maybe o.k. for a dorm room; but for a serious home cook, this is just junk.
"
Cell_Phones_Accessories,"i got this phone because it brought back (...)net in rebates into my pocket! ""how bad can a phone get"", i thought.big big mistake!!!this phone hangs all the time, the java processor is slow as hell (so basically everything on this phone has a long lag), the camera images are terrible, the menus are extremely non-intuitive and basically, nothing's easy!i've sworn off sony ericssons for life...motorolas it will always be!
"
Cell_Phones_Accessories,"only regret was that ship/hand. was 3 times what the product was - poor planning on my part - but i needed it. it's nice to be able to get the real mfg. products here thru amazon !
"
Cell_Phones_Accessories,"i've used this case for over a year now. i carry my palm all the time in my jeans pocket, it goes everywhere with me. i've even dropped it a few times.the catch that holds it closed works well, not hard to open (though with two hands). if i stick too many receipts in the back of the case the catch won't catch.possible downside? the hinge opens along the long side like a book, so if you use it oriented that way the case kinda gets in the way. if you use it turned the other way (my preference) the case sits nicely in my hand for writing-awesome.never used the belt clip, i've had terrible luck with those things no matter what they're attached to (phone, ipod, whatever..)
"
Home_Kitchen,"i bought it, took it out of the box, plugged it in and turned it on. i was very happy! at first. then the thing stated to make hissing noises as if to indicate it was not happy. i turned it upside down as the instructions suggest to free debris from the wires. it went silent for a day or so. when the machine worked it was great, my home smelled fresh and clean -sort of the way my favorite shirt would smell after leaving it by a swimming pool all day in palm springs. clean/nice smell. the bad news; just after the warrenty expired the thing just died! this consumer was not happy with the ""ionic breeze."" i have no ions nor breezes just a worthless piece of plastic sitting on my living room floor. my opinion would be they're too fragile or poorly made just now. don't waiste your hard earned money.
"
Clothing_Accessories,"i looked all over the net for hankies for my dad for christmas and these were the best deal i could find. too bad i found them a week later in a store for less money. live and learn
"
Cell_Phones_Accessories,"the specs for this product state that it universally fits all jawbone headsets. it does not. it does not fit the jawbone era.
"
Cell_Phones_Accessories,"this is the second armour case i have bought for a palm pda; prior to this i had used the palm brand had cases. unfortunately, this will probably be the last armour case i purchase, not because of the case but because the palm pda's are no longer being made. having said that, i would get it again in a minute if i had a need: it is easy to open but does not open by itself the way the palm-made hard cases i have used do. it has the right cut-outs in the right places meaning i can plug it into the computer or the power cord while still in the case (unlike the palm-made hard case, where you have to almost remove the unit to access these slots). having two palm pda's stolen in the last year (note to thieves: these are not phones, guys!), i was lucky to still be able to get a palm replacement as well as another one of these cases. but, i doubt i'll be able to get another palm pda if it happens again, which is unfortunate.
"
Cell_Phones_Accessories,"like the rate plan, like the phone. don't like the way that amazon fulfilled the order, however. evening of day #1: i placed the order. day #2: amazon runs a credit check (as all cellphone vendors do) and i'm approved; so my order status is changed from ""not yet shipped"" to ""shipping soon."" later that day, amazon send me an email to let me know that they've shipped my phones. status changes from ""shipping soon"" to ""shipped."" day #3: amazon send me an email, advising me of my new phone numbers. days #4, #5, #6, #7, #8: still waiting. day #9: phones delivered. ok, so the phones actually arrived during the time period that amazon said they would. so why am i complaining? because on day #3, they had verizon assign phone numbers and activate the phones. so i had the ""privilege"" of paying for phone service on days #3-8 without having the phones in my possession. with a family plan of 4 phones, that was about $18, plus taxes and fees, straight from my pocket to verizon's. gee amazon, thanks for the ""favor"" of activating the phones six days early for me.
"
Home_Kitchen,"the quality of rice is inadequate to satisfy anyone who likes sushi. i am really surprised that sanyo makes such bad quality product. i returned the product.
"
Cell_Phones_Accessories,"the battery came and it was obviously not a new battery as advertised. if i paid more than a few bucks - i would send it back.
"
Cell_Phones_Accessories,"the soft leather case contains a built in magnet, which when inserting your blackberry phone, powers down the screen, placing the phone in standby mode, without your doing anything other than placing the phone in the holster. flap over the top of the phone also has a magnetic latch, not the strongest in the world; however, the phone will stay put even if standing on your head. case has a swivel clip on the back, allowing adjustment in steps from vertical to horizonal (still secure). only down side is the clip will only fit on belts up to 1-1/4"" width (wider 1-1/2""+ cowboy types or thick holster width belts are too large for the clip), and the plastic can break if stepped on or laid on with enough weight. make sure it is shipped in a box, not a pouch for that reason (it can arrive broken, but someone in shipping does have to work at it, if it's not in a pouch. first one for blackberry several years ago was almost $30,, when you can find a deal on amazon's dealer like unlimited cellular, at less than $10 plus shipping it is a bargain.. dave, construction consultant
"
Cell_Phones_Accessories,"my experience with the explorer 330 has been mixed. on the positive side, under the best conditions the 330 has worked very well -- incoming and outgoing sound are far more clear than what i have been accustomed to with my blackberry 8830 cell phone.i have found, however, that the 330 performs poorly in several fairly common situations. first, background noise is a real problem. i have several times had callers hear nearby conversations more clearly than my voice, and car engine noise has sometimes drowned out speech. as another reviewer has already noted, the 330 is unusable in windy conditions.second, battery life has been much worse than expected. as the battery level falls, the 330 needs to be closer and closer to the phone; otherwise, the person on the other end of the line will hear an unacceptable level of static, although the bluetooth connection will remain intact. in general, i've found that after about two to four hours of talking time, the cell phone needs to be within an inch or two of the headset to function.third, the 330 has a small effective range from the phone to which it is paired. in general, to have acceptable sound quality, i have had to keep my cell phone in a shirt pocket rather than a pants pocket or on a table in the same room. again, this is closely linked to battery life; the 330's range is better if it is within its first thirty minutes after charging.all in all, this has been an adequate headset, but i have been frustrated by the number of situations in which it cannot be effectively used. in hindsight, i probably would not have made this purchase.
"
Clothing_Accessories,"i was unable to return the item because of restrictions imposed by their return policyi made a mistake by buying it
"
Cell_Phones_Accessories,"my review is on cingular. i bought a phone w/service and was told i could return for full refund and only charged for any air time used. they lie. the phone did not work in my area and i cancelled the next day. they are charging me for activation even though it never worked in my area. if you are uncertain you will keep the phone and service, don't buy from cingular. amazon will also do nothing to reimburse.
"
Clothing_Accessories,"the band was far too thin and would roll down my leg continuously. i returned all pairs i bought for a refund. very disappointing for a jobst product.
"
Cell_Phones_Accessories,"i bought the phone from verizon and had to replace it 3 times in the first 4 months. phone kept restarting and disconnecting when i inserted a hands free ear/mic. design for hand free is bad...never fits well. sound quality is bad.i would say you get what you pay for. the pda is nice and all, and web feature is great if you don't mind a $120+ bill each month. still for $150 the phone part is terrible. now i'm stuck with it for another 18 months. ughbuyers beware!
"
Clothing_Accessories,"great fabric and tight fit. problem is that if you are over 6ft tall, then all under armour products will be too short in the torso. this company does not listen to the customer.
"
Cell_Phones_Accessories,"i bought two sets of these. they're priced at $9.50. but, when they arrived, the price tag still stuck on the item says $2.99. nice way to hide your ""shippign cost"" ($6.51) from your customers! this company goes on my ""never again"" list!
"
Home_Kitchen,"i had high hopes for these sheets even though i got them at a bargain price. they don't have elastic all around, which is a problem with flannels resulting in sheets riding up on the sides. they are also inexpensively made with many loose threads and potential for unraveling. they are thin as flannels go. all in all, try to find a better quality sheet.... it's well worth it!!
"
Cell_Phones_Accessories,"this tip should be labeled differently. it is actually a mini-usb tip for the kensington charger. while it actually is for the blackberry it works for anything that uses a mini-usb. i wish they would have called it ""mini-usb tip"" to avoid the confusion i had prior to buying the thing. the price is crazy too. kinda pricey for just one tip but if you have the charger you know that the thing is getting harder to find. i use it to charge all of my mini-usb stuff and haven't had any problems.
"
Clothing_Accessories,"i have worn jobst compression hose for a few years now. i havenever had a problem. i was thrilled when i had the option fora sheer pair....great for summer. the third time i wore one pair,i got a hole in them. i am not even sure how that happened. i figuredi must have done something. i put on my backup pair and the first timei wore them i developed a hole in them...the same leg (right one). nowthat i see these posts i know i will never purchase them again.
"
Home_Kitchen,"the pillow is tiny and poor quality foam, my pillow i was replacing was at least a year and a half old and it preforms better than this one did new.
"
Home_Kitchen,"before you buy this, measure out 20 oz because it was way smaller than i thought it would be. also, after washing this a few times, it developed a small spot of rust where the handle attaches to the pitcher. i thought stainless steel did not rust so i returned the pitcher.
"
Clothing_Accessories,"i have worn these pants for years; my size is the same as always. i couldn't get them on; they were so tight i couldn't get the button buttoned around the waist. what is going on? these pants seemed to be cut for a skinny 25 year old, not someone who is a little on the hefty side. further, the shipping and handling charges are just out of sight...$16.95 above and beyond the already rather pricy product. i would not recommend doing business with this seller at all. you can go to other outlets and get the same thing without the shipping and handling, and there are ""deals"" out there from major store chains. i was really disappointed in this product and the seller. go to walmart and get their khakis; they are very inexpensive and wear like iron.
"
Clothing_Accessories,"did not like the pants at all, and threw them in the trash rather than pay return postage. flimsy, smelled of dye, cheap fabric, etc. too bad.
"
Cell_Phones_Accessories,"initially, this was the best fm transmitter i ever owned. my first one lasted 5 years before it stopped working (though it consumed two aaa batteries every month). the other worked fine, but the signal strength was relatively weak, and so there was a lot of background static. this one worked wonderfully. the audio was as clear as you can get with an fm transmitter, and i never had to worry about static.and then, after 3 months of owning it, the connection between the car plug and the transmitter itself basically stopped functioning. if i wiggled the wire around a bit, the transmitter would power up, but only for a few seconds. the only way i could get it to stay on was by putting constant pressure on the part of the wire that touched the transmitter. even then, it eventually stopped responding even to that. now it does not function at all.if you are willing to take the risk that the transmitter will work properly for as long as you want it, then this is a great product. but if durability is important, you might want to find a different fm transmitter.
"
Cell_Phones_Accessories,"this case offers very little protection, and most of the phone is exposed. not worth it...
"
Cell_Phones_Accessories,"please do notttttt buy thisssss!!!!!! the phone doesn't slide open with this cover on. if you still try real hard.. the cover comes off with it.. it almost spoilt my display.. pleaseeee do not buy this.. unless u hate ur phone
"
Clothing_Accessories,"first thing you have to know about clothes: there are certain names the are your guarantee of quality (think something like ralph lauren), because these designers impose a certain quality level on the clothes that have their label attached.then there are certain names that mean...nothing. that's because these ""designers"" are simply labels available for license to whatever comes down the pike. bill blass is one of these, at least for cheaper clothes.these shirts represent the very worst of the kinds of clothes that come down that aforementioned pike. slap a bill blass label on them, claim a high list price, and pawn them off on unsuspecting customers via mail order (where you can't see them first, because if you saw them first it wouldn't take you two seconds to realize they stink).these shirts are extremely thin, as has been mentioned before. beyond that, they are not particularly well made. if you care at all about your clothes, you'll regret buying these at any price (including the extremely cheap price at which they are currently available from amazon) and, if you have any self resepct, you'll immediately toss them in that bag you keep for clothes to be donated to the local goodwill store.is it worth even a few dollars to confirm what i'm telling you is true? i say not. why toss your money in the street?
"
Cell_Phones_Accessories,"i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear. the design might be ergonomic in theory but i could not stand having these in my ear. they seem to be made of a very thick silicone that has a slightly slippery feel to them. i was really disappointed with these. stay away if you have small ear canals.
"
Cell_Phones_Accessories,"although it works well for a phone holster, and i still use it today, mine broke just a few months after purchase. poor quality, but it gets the job done.
"
Clothing_Accessories,"i really wanted this item to work because everybody seemed to love it. it didn't hold anything in on me and it gave me back boobs. waste of money for me.
"
Cell_Phones_Accessories,"i bought 2 of these headsets (one for me and one for the girlfriend) on recommendation by my cingular sales guy. it was either the bt250 for $80 or the moto hs810 for $99.not knowing too much about bluetooth headsets at the time, i opted for the bt250. two weeks later and i'm giddy like a kid in a candy store.it took a while to figure out how to install the headset to your ear, but i'm sure most, if not all, bluetooth headsets share the same minor inconvenience. the other minor inconvenience are the buttons; they don't have a nice feel when you push them and the locations are sometimes tricky.if it's one thing i would really like, then it's a replaceable [rechargeable] battery. i'd really hate to buy a new headset just because the battery will no longer hold a charge.regardless, i have found the bt250 to be a better value than the hs810.
"
Clothing_Accessories,"this is the first thing i've ever gotten from under armour. everyone on my football team has good luck with their products but mine seems to be defective. after one wash the logo starts cracking and the second time worn the logo starts peeling...wishing for a refund, bad luck i guess.
"
